Year	Time of Day	Vehicle	Notes	Units	Monday	Tuesday	Wednesday	Thursday	Friday	Saturday	Sunday
2016	14:00 to 15:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	168.9	171.5	176.1	179.2	197.7	139.2	126.5
2016	15:00 to 16:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	191.7	199.9	203.7	207.0	217.3	133.5	125.7
2016	16:00 to 17:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	212.5	221.6	224.5	224.9	214.8	130.3	123.3
2016	17:00 to 18:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	195.5	204.4	207.2	208.5	191.9	122.6	109.6
2016	18:00 to 19:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	143.6	154.2	158.1	162.2	150.7	102.9	94.2
2016	19:00 to 20:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	92.6	100.9	105.8	111.4	109.0	80.0	75.7
2016	20:00 to 21:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	59.7	64.7	68.3	73.7	72.0	55.4	57.2
2016	21:00 to 22:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	40.9	44.8	46.9	51.4	49.8	42.0	40.0
2016	22:00 to 23:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	27.2	31.0	32.5	35.6	38.1	36.1	26.6
2016	23:00 to 00:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	16.1	18.1	19.7	22.0	28.6	31.2	16.9
2016	00:00 to 01:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	19.4	30.2	31.6	32.5	32.5	28.9	15.7
2016	01:00 to 02:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	18.7	30.0	31.1	31.9	32.1	27.8	13.6
2016	02:00 to 03:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	20.8	31.6	32.7	33.6	33.3	27.0	12.0
2016	03:00 to 04:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	27.5	37.9	39.3	39.9	39.6	29.3	12.7
2016	04:00 to 05:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	47.3	55.6	56.7	57.8	55.7	34.3	14.7
2016	05:00 to 06:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	86.4	91.9	93.1	94.4	90.4	43.6	18.1
2016	06:00 to 07:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	145.9	154.2	155.8	157.5	148.0	58.6	25.3
2016	07:00 to 08:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	183.9	195.4	199.0	200.7	191.2	75.3	33.7
2016	08:00 to 09:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	195.7	205.7	207.4	210.3	202.4	82.9	39.9
2016	09:00 to 10:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	201.6	211.7	212.5	213.8	204.6	85.6	46.3
2016	10:00 to 11:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	199.7	208.5	209.1	212.1	204.1	86.5	52.4
2016	11:00 to 12:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	202.4	210.5	210.8	213.3	206.8	84.2	56.4
2016	12:00 to 13:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	198.3	206.5	208.2	210.0	202.3	80.4	57.7
2016	13:00 to 14:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	200.0	208.8	210.9	213.3	200.7	74.2	56.5
2016	14:00 to 15:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	204.3	213.5	214.9	216.7	198.5	68.3	56.3
2016	15:00 to 16:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	199.5	208.0	209.1	210.4	185.7	64.4	55.8
2016	16:00 to 17:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	176.5	182.4	182.3	183.1	155.6	59.2	55.4
2016	17:00 to 18:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	131.0	135.4	137.2	137.8	118.7	53.2	52.7
2016	18:00 to 19:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	97.9	103.7	105.0	107.5	92.1	45.4	48.9
2016	19:00 to 20:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	73.8	78.2	80.1	82.8	72.4	35.9	42.7
2016	20:00 to 21:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	57.8	61.1	62.7	64.8	57.4	28.4	36.5
2016	21:00 to 22:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	46.6	48.8	50.2	52.0	46.0	22.7	30.1
2016	22:00 to 23:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	38.4	40.3	41.0	42.1	37.7	19.8	24.4
2016	23:00 to 00:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	33.2	34.5	35.5	36.4	31.9	17.5	21.1
2017	00:00 to 01:00	Cars and Taxis	[note 1]	Index number	11.4	9.9	10.7	11.3	13.0	21.6	26.3
2017	01:00 to 02:00	Cars and Taxis	[note 1]	Index number	6.2	5.5	5.7	5.9	7.0	12.5	15.8
2017	02:00 to 03:00	Cars and Taxis	[note 1]	Index number	4.5	4.1	4.2	4.4	5.1	8.3	10.1
2017	03:00 to 04:00	Cars and Taxis	[note 1]	Index number	5.4	4.7	4.7	5.0	5.4	7.3	8.1
2017	04:00 to 05:00	Cars and Taxis	[note 1]	Index number	11.0	8.9	8.9	9.0	9.2	8.4	7.8
2017	05:00 to 06:00	Cars and Taxis	[note 1]	Index number	35.1	31.6	31.1	31.0	29.6	17.2	12.1
2017	06:00 to 07:00	Cars and Taxis	[note 1]	Index number	89.1	87.6	86.3	85.4	78.5	31.6	20.9
2017	07:00 to 08:00	Cars and Taxis	[note 1]	Index number	174.8	176.6	175.4	173.1	159.8	56.1	33.7
2017	08:00 to 09:00	Cars and Taxis	[note 1]	Index number	197.9	202.1	201.9	201.2	189.7	96.5	53.3
2017	09:00 to 10:00	Cars and Taxis	[note 1]	Index number	140.7	144.7	145.2	146.4	143.9	136.4	97.0
2017	10:00 to 11:00	Cars and Taxis	[note 1]	Index number	133.7	129.9	131.1	134.4	144.6	169.9	141.8
2017	11:00 to 12:00	Cars and Taxis	[note 1]	Index number	139.5	132.6	135.3	139.4	156.1	187.2	167.1
2017	12:00 to 13:00	Cars and Taxis	[note 1]	Index number	143.1	138.0	140.9	144.6	167.6	190.8	179.2
2017	13:00 to 14:00	Cars and Taxis	[note 1]	Index number	143.3	139.6	142.6	145.8	171.3	181.6	171.9
2017	14:00 to 15:00	Cars and Taxis	[note 1]	Index number	151.7	149.9	154.0	156.6	182.3	170.9	165.5
2017	15:00 to 16:00	Cars and Taxis	[note 1]	Index number	172.9	175.5	180.4	182.7	207.0	162.9	163.8
2017	16:00 to 17:00	Cars and Taxis	[note 1]	Index number	202.2	207.9	210.1	212.4	220.3	161.9	161.2
2017	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	217.7	224.4	226.8	226.8	219.7	156.3	144.4
2017	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	161.3	171.4	175.1	178.2	177.6	133.6	123.8
2017	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	105.7	113.7	117.4	124.0	130.9	103.0	100.9
2017	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	72.4	77.0	81.0	87.1	90.6	73.5	77.4
2017	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	53.4	58.4	60.6	64.5	66.3	56.7	55.2
2017	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	35.8	41.3	43.1	45.7	51.8	48.8	36.4
2017	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	18.8	21.3	22.8	25.2	35.3	38.2	21.3
2017	00:00 to 01:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	10.8	10.0	10.9	11.8	13.8	20.1	24.7
2017	01:00 to 02:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	7.1	6.7	7.1	7.6	9.1	13.3	16.5
2017	02:00 to 03:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	6.0	6.0	6.2	6.5	7.5	9.9	11.5
2017	03:00 to 04:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	7.9	7.4	7.4	7.8	8.4	9.0	9.5
2017	04:00 to 05:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	16.5	13.8	13.4	13.8	13.7	10.6	9.3
2017	05:00 to 06:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	44.9	39.5	38.7	38.1	35.6	18.9	12.4
2017	06:00 to 07:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	115.2	114.5	112.6	111.5	102.8	37.6	20.3
2017	07:00 to 08:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	204.9	208.7	207.8	205.9	192.1	67.6	33.3
2017	08:00 to 09:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	213.6	219.5	219.0	218.9	204.6	98.5	50.6
2017	09:00 to 10:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	172.5	176.3	176.9	176.0	170.7	125.8	82.0
2017	10:00 to 11:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	155.6	155.6	156.0	158.5	165.3	146.6	111.4
2017	11:00 to 12:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	156.6	156.2	158.7	161.0	173.6	157.3	129.0
2017	12:00 to 13:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	157.0	157.4	161.1	163.8	181.8	157.8	137.0
2017	13:00 to 14:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	157.6	158.8	162.9	166.6	186.0	148.1	131.3
2017	14:00 to 15:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	166.0	171.3	176.0	179.2	198.9	139.1	125.5
2017	15:00 to 16:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	192.4	199.9	203.9	206.8	219.5	132.8	124.9
2017	16:00 to 17:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	212.9	221.6	223.9	225.5	216.9	131.0	122.2
2017	17:00 to 18:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	194.4	204.7	206.5	208.7	193.8	122.9	108.5
2017	18:00 to 19:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	141.7	152.7	156.6	161.2	150.0	103.9	93.4
2017	19:00 to 20:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	91.2	98.8	103.4	109.7	108.3	80.8	75.6
2017	20:00 to 21:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	59.4	63.9	67.2	73.6	72.5	56.6	57.2
2017	21:00 to 22:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	40.9	44.7	46.8	51.1	50.7	43.1	39.8
2017	22:00 to 23:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	27.2	30.7	32.9	35.7	39.0	37.4	26.6
2017	23:00 to 00:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	16.1	18.4	19.8	22.5	28.5	31.3	17.3
2017	00:00 to 01:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	19.4	30.5	32.0	33.0	33.6	29.3	15.7
2017	01:00 to 02:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	19.0	30.2	31.7	32.6	33.0	28.1	13.6
2017	02:00 to 03:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	20.9	32.0	33.2	34.2	34.4	27.8	12.1
2017	03:00 to 04:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	27.9	38.7	40.1	40.7	40.5	29.7	12.8
2017	04:00 to 05:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	47.6	56.3	57.4	58.2	57.1	35.1	14.9
2017	05:00 to 06:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	86.7	92.7	94.3	95.1	92.5	45.0	18.4
2017	06:00 to 07:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	145.7	155.0	157.4	159.2	152.6	60.0	25.5
2017	07:00 to 08:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	183.6	195.0	199.6	200.9	195.9	76.9	33.6
2017	08:00 to 09:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	196.0	205.6	208.5	209.8	205.6	84.2	39.5
2017	09:00 to 10:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	202.0	211.9	214.6	215.0	208.0	86.7	45.9
2017	10:00 to 11:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	199.6	209.2	210.6	212.0	207.0	87.2	51.3
2017	11:00 to 12:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	201.4	210.0	211.7	212.9	209.2	84.9	55.3
2017	12:00 to 13:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	197.5	207.1	208.9	209.8	204.7	80.8	56.5
2017	13:00 to 14:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	199.4	208.9	211.2	211.7	202.5	74.5	55.8
2017	14:00 to 15:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	203.5	213.4	215.2	216.5	200.7	69.2	55.1
2017	15:00 to 16:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	197.9	206.0	207.2	208.2	186.8	64.8	54.8
2017	16:00 to 17:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	173.6	179.0	179.5	179.7	156.0	59.6	54.2
2017	17:00 to 18:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	129.3	134.3	135.2	135.3	119.0	53.8	51.6
2017	18:00 to 19:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	96.7	102.3	104.1	105.9	92.1	45.8	47.5
2017	19:00 to 20:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	72.7	77.1	79.1	81.8	72.2	36.5	42.4
2017	20:00 to 21:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	56.9	59.7	61.5	63.7	56.7	28.7	35.8
2017	21:00 to 22:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	45.9	48.2	49.6	51.1	45.6	23.3	29.5
2017	22:00 to 23:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	37.6	39.8	41.0	41.9	37.7	19.9	23.6
2017	23:00 to 00:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	33.3	35.0	36.2	36.8	32.5	17.8	21.1
2018	00:00 to 01:00	Cars and Taxis	[note 1]	Index number	11.5	9.9	10.7	11.4	13.0	21.2	26.0
2018	01:00 to 02:00	Cars and Taxis	[note 1]	Index number	6.5	5.6	5.8	6.1	7.1	12.3	15.4
2018	02:00 to 03:00	Cars and Taxis	[note 1]	Index number	4.7	4.2	4.3	4.6	5.2	8.3	10.0
2018	03:00 to 04:00	Cars and Taxis	[note 1]	Index number	5.7	4.9	4.9	5.2	5.7	7.4	8.1
2018	04:00 to 05:00	Cars and Taxis	[note 1]	Index number	11.3	9.4	9.2	9.5	9.7	8.7	7.9
2018	05:00 to 06:00	Cars and Taxis	[note 1]	Index number	36.2	33.2	32.6	32.3	30.8	17.6	12.3
2018	06:00 to 07:00	Cars and Taxis	[note 1]	Index number	90.9	90.4	88.9	87.6	80.1	32.3	21.4
2018	07:00 to 08:00	Cars and Taxis	[note 1]	Index number	175.8	179.2	177.2	174.3	160.1	57.4	34.7
2018	08:00 to 09:00	Cars and Taxis	[note 1]	Index number	195.7	202.1	201.2	199.3	186.8	98.1	54.7
2018	09:00 to 10:00	Cars and Taxis	[note 1]	Index number	140.6	145.0	145.3	146.3	144.0	138.0	98.4
2018	10:00 to 11:00	Cars and Taxis	[note 1]	Index number	134.2	130.0	130.9	134.2	145.4	170.5	143.5
2018	11:00 to 12:00	Cars and Taxis	[note 1]	Index number	140.5	132.8	135.3	138.8	156.9	187.5	168.9
2018	12:00 to 13:00	Cars and Taxis	[note 1]	Index number	144.3	138.1	140.9	144.4	168.4	190.5	180.8
2018	13:00 to 14:00	Cars and Taxis	[note 1]	Index number	143.7	139.0	142.0	145.3	171.2	181.2	173.0
2018	14:00 to 15:00	Cars and Taxis	[note 1]	Index number	152.9	150.8	154.2	157.3	182.5	170.1	165.5
2018	15:00 to 16:00	Cars and Taxis	[note 1]	Index number	173.7	176.3	180.9	182.6	206.2	160.7	163.4
2018	16:00 to 17:00	Cars and Taxis	[note 1]	Index number	201.8	207.7	209.7	210.8	217.3	159.3	160.3
2018	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	215.0	222.7	224.2	223.8	216.2	154.2	143.2
2018	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	159.4	170.4	173.3	176.1	175.6	132.2	123.3
2018	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	105.2	112.6	116.7	122.3	129.3	101.9	100.5
2018	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	72.0	76.4	80.2	85.9	89.5	73.1	77.6
2018	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	53.5	58.0	60.2	64.2	65.9	56.9	55.2
2018	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	35.7	41.1	43.1	45.5	51.6	49.1	36.3
2018	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	18.8	21.2	22.7	25.1	34.9	38.0	21.2
2018	00:00 to 01:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	11.2	10.0	11.0	12.0	13.8	19.9	24.1
2018	01:00 to 02:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	7.5	6.7	7.3	7.7	9.2	13.1	16.0
2018	02:00 to 03:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	6.4	6.0	6.4	6.7	7.6	9.8	11.2
2018	03:00 to 04:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	8.2	7.5	7.5	8.0	8.5	9.0	9.4
2018	04:00 to 05:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	16.8	14.1	13.6	14.0	13.7	10.7	9.4
2018	05:00 to 06:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	46.5	41.5	40.3	39.7	37.2	19.1	12.6
2018	06:00 to 07:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	118.0	118.7	116.5	115.5	105.7	37.8	20.8
2018	07:00 to 08:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	205.7	211.6	210.5	207.9	193.0	67.8	33.8
2018	08:00 to 09:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	212.1	219.2	218.8	218.4	203.1	99.2	51.1
2018	09:00 to 10:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	172.0	176.4	176.4	175.9	170.2	127.0	83.5
2018	10:00 to 11:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	154.7	154.5	154.9	157.6	164.3	146.5	112.8
2018	11:00 to 12:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	156.0	154.9	157.0	159.0	172.7	157.0	130.9
2018	12:00 to 13:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	156.9	157.2	159.7	163.0	180.9	157.4	139.0
2018	13:00 to 14:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	156.3	158.7	162.0	164.8	185.5	148.4	132.6
2018	14:00 to 15:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	166.6	172.2	175.4	178.8	198.3	138.4	126.4
2018	15:00 to 16:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	192.6	202.2	205.1	207.6	217.9	130.7	124.6
2018	16:00 to 17:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	210.8	221.7	223.8	222.8	214.7	128.8	121.7
2018	17:00 to 18:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	192.2	203.4	204.9	206.4	190.4	121.5	108.1
2018	18:00 to 19:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	139.4	151.6	154.9	159.0	148.3	102.6	93.5
2018	19:00 to 20:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	90.4	98.1	101.9	108.5	106.3	79.3	75.6
2018	20:00 to 21:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	59.1	63.2	66.6	72.5	71.1	55.8	57.6
2018	21:00 to 22:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	41.4	44.6	46.7	51.4	50.2	43.0	40.0
2018	22:00 to 23:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	27.3	31.1	32.9	35.5	38.5	37.5	26.7
2018	23:00 to 00:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	16.3	18.3	19.8	22.5	28.5	31.3	17.4
2018	00:00 to 01:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	19.9	31.3	33.1	33.9	34.3	29.9	16.1
2018	01:00 to 02:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	19.3	30.5	32.5	33.2	33.8	28.5	13.7
2018	02:00 to 03:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	21.3	32.3	33.9	34.7	35.2	28.1	12.6
2018	03:00 to 04:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	28.3	39.1	40.7	41.4	41.5	30.1	13.2
2018	04:00 to 05:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	47.9	57.4	58.7	59.4	57.9	35.9	15.4
2018	05:00 to 06:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	87.4	95.0	96.7	97.0	94.1	45.5	19.0
2018	06:00 to 07:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	145.0	156.2	158.0	159.4	153.4	60.8	26.6
2018	07:00 to 08:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	180.8	194.4	198.2	199.8	195.1	77.6	34.4
2018	08:00 to 09:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	193.2	204.5	206.8	208.3	204.1	84.1	40.4
2018	09:00 to 10:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	199.4	211.1	212.8	214.3	206.5	86.2	46.6
2018	10:00 to 11:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	197.8	209.1	210.0	211.7	206.6	86.6	52.2
2018	11:00 to 12:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	199.7	210.7	211.6	213.2	208.3	84.2	56.1
2018	12:00 to 13:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	196.0	207.4	208.4	210.5	203.9	79.9	57.0
2018	13:00 to 14:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	197.1	209.1	210.9	212.1	201.1	73.9	56.1
2018	14:00 to 15:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	200.3	213.0	214.0	215.3	198.3	68.7	55.4
2018	15:00 to 16:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	194.4	204.7	206.1	206.5	183.7	63.8	55.2
2018	16:00 to 17:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	169.2	176.0	176.4	176.5	152.6	58.9	54.5
2018	17:00 to 18:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	126.8	132.2	133.6	133.8	117.4	53.1	51.9
2018	18:00 to 19:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	95.8	102.1	104.1	105.8	91.5	45.5	48.2
2018	19:00 to 20:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	71.6	77.1	79.0	81.3	71.8	36.5	42.8
2018	20:00 to 21:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	56.4	60.2	61.7	63.8	57.0	29.0	36.8
2018	21:00 to 22:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	45.4	48.0	49.4	50.8	45.5	23.7	30.1
2018	22:00 to 23:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	37.6	40.2	41.2	42.4	37.8	20.4	24.4
2018	23:00 to 00:00	Heavy Goods Vehicles	[note 1] [note 4]	Index number	33.3	35.7	36.9	37.3	33.0	18.1	21.9
2019	00:00 to 01:00	Cars and Taxis	[note 1]	Index number	11.2	10.1	10.5	11.0	12.7	21.0	25.8
2019	01:00 to 02:00	Cars and Taxis	[note 1]	Index number	6.2	5.8	5.7	6.0	7.0	12.2	15.2
2019	02:00 to 03:00	Cars and Taxis	[note 1]	Index number	4.6	4.4	4.3	4.5	5.2	8.2	9.9
2019	03:00 to 04:00	Cars and Taxis	[note 1]	Index number	5.7	5.1	4.9	5.2	5.8	7.3	8.0
2019	04:00 to 05:00	Cars and Taxis	[note 1]	Index number	11.6	9.5	9.4	9.6	9.8	8.6	7.9
2019	05:00 to 06:00	Cars and Taxis	[note 1]	Index number	37.1	33.2	32.7	32.7	31.3	17.7	12.7
2019	06:00 to 07:00	Cars and Taxis	[note 1]	Index number	92.1	89.4	88.6	87.7	80.6	32.7	22.0
2019	07:00 to 08:00	Cars and Taxis	[note 1]	Index number	175.5	174.6	173.9	172.3	159.2	57.9	35.6
2019	08:00 to 09:00	Cars and Taxis	[note 1]	Index number	194.2	196.3	196.5	196.7	185.2	99.0	56.0
2019	09:00 to 10:00	Cars and Taxis	[note 1]	Index number	141.2	142.8	143.8	145.6	144.6	139.3	100.1
2019	10:00 to 11:00	Cars and Taxis	[note 1]	Index number	136.4	129.7	131.1	135.1	146.4	171.5	145.2
2019	11:00 to 12:00	Cars and Taxis	[note 1]	Index number	142.0	133.3	135.5	139.9	157.9	188.6	170.3
2019	12:00 to 13:00	Cars and Taxis	[note 1]	Index number	145.7	138.8	141.1	145.6	169.6	191.9	182.1
2019	13:00 to 14:00	Cars and Taxis	[note 1]	Index number	145.4	140.2	142.2	146.6	172.5	183.1	175.4
2019	14:00 to 15:00	Cars and Taxis	[note 1]	Index number	154.4	152.0	154.5	158.3	184.7	171.4	168.2
2019	15:00 to 16:00	Cars and Taxis	[note 1]	Index number	175.5	176.7	180.1	184.1	207.1	162.4	165.3
2019	16:00 to 17:00	Cars and Taxis	[note 1]	Index number	202.2	205.0	207.2	210.6	217.5	161.0	162.4
2019	17:00 to 18:00	Cars and Taxis	[note 1]	Index number	215.2	218.1	220.6	222.7	215.7	155.2	144.7
2019	18:00 to 19:00	Cars and Taxis	[note 1]	Index number	159.5	167.0	170.8	175.2	174.8	132.5	123.5
2019	19:00 to 20:00	Cars and Taxis	[note 1]	Index number	105.6	111.5	115.7	122.2	128.6	102.1	100.4
2019	20:00 to 21:00	Cars and Taxis	[note 1]	Index number	72.3	75.8	79.6	85.9	89.2	73.2	77.4
2019	21:00 to 22:00	Cars and Taxis	[note 1]	Index number	53.0	57.0	59.4	63.8	65.4	57.0	54.4
2019	22:00 to 23:00	Cars and Taxis	[note 1]	Index number	35.5	40.0	42.5	45.2	51.2	49.4	35.8
2019	23:00 to 00:00	Cars and Taxis	[note 1]	Index number	18.5	20.7	22.2	24.8	34.6	38.0	21.0
2019	00:00 to 01:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	10.8	9.9	10.8	11.5	13.3	19.3	23.4
2019	01:00 to 02:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	7.3	6.8	7.2	7.5	8.9	12.7	15.5
2019	02:00 to 03:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	6.3	6.0	6.3	6.6	7.4	9.4	10.9
2019	03:00 to 04:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	8.2	7.5	7.5	8.0	8.5	8.7	9.1
2019	04:00 to 05:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	17.0	13.9	13.6	13.9	13.6	10.4	9.2
2019	05:00 to 06:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	47.2	40.7	40.3	39.7	37.2	18.9	12.5
2019	06:00 to 07:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	120.9	116.9	116.8	115.7	106.4	37.8	20.6
2019	07:00 to 08:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	210.7	210.0	211.5	209.4	194.5	68.1	34.0
2019	08:00 to 09:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	216.4	217.4	219.4	219.1	204.9	99.5	51.6
2019	09:00 to 10:00	Light Commercial Vehicles	[note 1] [note 3]	Index number	174.5	174.9	176.7	177.4	171.7	127.6	84.4
